Code Domaine,Domaine,Code zone (M49),Zone,Code de devise ISO (FAO),Devise,Code Élément,Élément,Code année,Année,Code Mois,Mois,Unité,Valeur,Symbole,Description du Symbole
"PE","Taux de change","292","Gibraltar","GIP","Livre de Gibraltar","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","0.776976682344123","X","Ciffre de sources internationales"
"PE","Taux de change","292","Gibraltar","GIP","Livre de Gibraltar","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","0.7769766823","X","Ciffre de sources internationales"
"PE","Taux de change","300","Grèce","EUR","Euro","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","0.8852055083","X","Ciffre de sources internationales"
"PE","Taux de change","300","Grèce","EUR","Euro","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","0.885205508","X","Ciffre de sources internationales"
"PE","Taux de change","308","Grenade","XCD","East Caribbean Dollar","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","2.7","X","Ciffre de sources internationales"
"PE","Taux de change","308","Grenade","XCD","East Caribbean Dollar","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","2.7","X","Ciffre de sources internationales"
"PE","Taux de change","304","Groenland","DKK","Danish Krone","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","6.60289346561403","X","Ciffre de sources internationales"
"PE","Taux de change","304","Groenland","DKK","Danish Krone","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","6.602893466","X","Ciffre de sources internationales"
"PE","Taux de change","312","Guadeloupe","EUR","Euro","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","0.8852055083","X","Ciffre de sources internationales"
"PE","Taux de change","312","Guadeloupe","EUR","Euro","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","0.885205508","X","Ciffre de sources internationales"
"PE","Taux de change","320","Guatemala","GTQ","Quetzal","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","7.34793875","X","Ciffre de sources internationales"
"PE","Taux de change","320","Guatemala","GTQ","Quetzal","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","7.34793875","X","Ciffre de sources internationales"
"PE","Taux de change","831","Guernesey","GBP","Pound Sterling","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","0.776976682344123","X","Ciffre de sources internationales"
"PE","Taux de change","324","Guinée","GNF","Guinea Franc","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","9088.31949623166","X","Ciffre de sources internationales"
"PE","Taux de change","324","Guinée","GNF","Guinea Franc","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","9088.319508","X","Ciffre de sources internationales"
"PE","Taux de change","226","Guinée équatoriale","XAF","CFA Franc BEAC","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","580.656749587858","X","Ciffre de sources internationales"
"PE","Taux de change","226","Guinée équatoriale","XAF","CFA Franc BEAC","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","580.6567496","X","Ciffre de sources internationales"
"PE","Taux de change","624","Guinée-Bissau","XOF","CFA Franc BCEAO","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","580.656749587858","X","Ciffre de sources internationales"
"PE","Taux de change","624","Guinée-Bissau","XOF","CFA Franc BCEAO","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","580.6567496","X","Ciffre de sources internationales"
"PE","Taux de change","328","Guyana","GYD","Guyana Dollar","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","206.5","X","Ciffre de sources internationales"
"PE","Taux de change","328","Guyana","GYD","Guyana Dollar","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","206.5","X","Ciffre de sources internationales"
"PE","Taux de change","254","Guyane française","EUR","Euro","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","0.8852055083","X","Ciffre de sources internationales"
"PE","Taux de change","254","Guyane française","EUR","Euro","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","0.885205508","X","Ciffre de sources internationales"
"PE","Taux de change","332","Haïti","HTG","Gourde","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","64.7696802849928","X","Ciffre de sources internationales"
"PE","Taux de change","332","Haïti","HTG","Gourde","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","64.76968028","X","Ciffre de sources internationales"
"PE","Taux de change","340","Honduras","HNL","Lempira","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","23.4870839434552","X","Ciffre de sources internationales"
"PE","Taux de change","340","Honduras","HNL","Lempira","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","23.48708394","X","Ciffre de sources internationales"
"PE","Taux de change","348","Hongrie","HUF","Forint","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","274.433333333333","X","Ciffre de sources internationales"
"PE","Taux de change","348","Hongrie","HUF","Forint","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","274.4333333","X","Ciffre de sources internationales"
"PE","Taux de change","833","Île de Man","GBP","Pound Sterling","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","0.776976682344123","X","Ciffre de sources internationales"
"PE","Taux de change","136","Îles Caïmanes","KYD","Cayman Islands Dollar","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","0.83333","X","Ciffre de sources internationales"
"PE","Taux de change","136","Îles Caïmanes","KYD","Cayman Islands Dollar","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","0.83333","X","Ciffre de sources internationales"
"PE","Taux de change","184","Îles Cook","NZD","New Zealand Dollar","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","1.4074083333","X","Ciffre de sources internationales"
"PE","Taux de change","184","Îles Cook","NZD","New Zealand Dollar","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","1.407408333","X","Ciffre de sources internationales"
"PE","Taux de change","248","Îles d'Åland","EUR","Euro","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","0.885205508","X","Ciffre de sources internationales"
"PE","Taux de change","248","Îles d'Åland","EUR","Euro","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","0.885205508","X","Ciffre de sources internationales"
"PE","Taux de change","234","Îles Féroé","DKK","Danish Krone","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","6.60289346561404","X","Ciffre de sources internationales"
"PE","Taux de change","584","Îles Marshall","USD","US Dollar","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","1","X","Ciffre de sources internationales"
"PE","Taux de change","584","Îles Marshall","USD","US Dollar","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","1","X","Ciffre de sources internationales"
"PE","Taux de change","090","Îles Salomon","SBD","Solomon Islands Dollar","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","7.88739036909183","X","Ciffre de sources internationales"
"PE","Taux de change","090","Îles Salomon","SBD","Solomon Islands Dollar","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","7.887390369","X","Ciffre de sources internationales"
"PE","Taux de change","796","Îles Turques-et-Caïques","USD","US Dollar","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","1","X","Ciffre de sources internationales"
"PE","Taux de change","796","Îles Turques-et-Caïques","USD","US Dollar","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","1","X","Ciffre de sources internationales"
"PE","Taux de change","092","Îles Vierges britanniques","USD","US Dollar","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","1","X","Ciffre de sources internationales"
"PE","Taux de change","092","Îles Vierges britanniques","USD","US Dollar","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","1","X","Ciffre de sources internationales"
"PE","Taux de change","356","Inde","INR","Indian Rupee","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","65.121568645066","X","Ciffre de sources internationales"
"PE","Taux de change","356","Inde","INR","Indian Rupee","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","65.12156865","X","Ciffre de sources internationales"
"PE","Taux de change","360","Indonésie","IDR","Rupiah","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","13380.8338788891","X","Ciffre de sources internationales"
"PE","Taux de change","360","Indonésie","IDR","Rupiah","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","13380.83388","X","Ciffre de sources internationales"
"PE","Taux de change","364","Iran (République islamique d')","IRR","Iranian Rial","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","33226.2981524127","X","Ciffre de sources internationales"
"PE","Taux de change","364","Iran (République islamique d')","IRR","Iranian Rial","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","33226.29815","X","Ciffre de sources internationales"
"PE","Taux de change","368","Iraq","IQD","Iraqi Dinar","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","1184","X","Ciffre de sources internationales"
"PE","Taux de change","368","Iraq","IQD","Iraqi Dinar","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","1184","X","Ciffre de sources internationales"
"PE","Taux de change","372","Irlande","EUR","Euro","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","0.8852055083","X","Ciffre de sources internationales"
"PE","Taux de change","372","Irlande","EUR","Euro","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","0.885205508","X","Ciffre de sources internationales"
"PE","Taux de change","352","Islande","ISK","Iceland Krona","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","106.839572014","X","Ciffre de sources internationales"
"PE","Taux de change","352","Islande","ISK","Iceland Krona","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","106.839572","X","Ciffre de sources internationales"
"PE","Taux de change","376","Israël","ILS","New Israeli Sheqel","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","3.59955554812834","X","Ciffre de sources internationales"
"PE","Taux de change","376","Israël","ILS","New Israeli Sheqel","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","3.599555548","X","Ciffre de sources internationales"
"PE","Taux de change","380","Italie","EUR","Euro","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","0.885205508269372","X","Ciffre de sources internationales"
"PE","Taux de change","380","Italie","EUR","Euro","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","0.885205508","X","Ciffre de sources internationales"
"PE","Taux de change","388","Jamaïque","JMD","Jamaican Dollar","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","127.964544179198","X","Ciffre de sources internationales"
"PE","Taux de change","388","Jamaïque","JMD","Jamaican Dollar","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","127.9645442","X","Ciffre de sources internationales"
"PE","Taux de change","392","Japon","JPY","Yen","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","112.166141081871","X","Ciffre de sources internationales"
"PE","Taux de change","392","Japon","JPY","Yen","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","112.1661411","X","Ciffre de sources internationales"
"PE","Taux de change","832","Jersey","GBP","Pound Sterling","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","0.776976682344123","X","Ciffre de sources internationales"
"PE","Taux de change","400","Jordanie","JOD","Jordanian Dinar","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","0.71","X","Ciffre de sources internationales"
"PE","Taux de change","400","Jordanie","JOD","Jordanian Dinar","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","0.71","X","Ciffre de sources internationales"
"PE","Taux de change","398","Kazakhstan","KZT","Tenge","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","326.001022727273","X","Ciffre de sources internationales"
"PE","Taux de change","398","Kazakhstan","KZT","Tenge","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","326.0010227","X","Ciffre de sources internationales"
"PE","Taux de change","404","Kenya","KES","Kenyan Shilling","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","103.410004519014","X","Ciffre de sources internationales"
"PE","Taux de change","404","Kenya","KES","Kenyan Shilling","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","103.4109163","X","Ciffre de sources internationales"
"PE","Taux de change","417","Kirghizistan","KGS","Som","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","68.866667859063","X","Ciffre de sources internationales"
"PE","Taux de change","417","Kirghizistan","KGS","Som","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","68.86666786","X","Ciffre de sources internationales"
"PE","Taux de change","296","Kiribati","AUD","Australian Dollar","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","1.30475807671592","X","Ciffre de sources internationales"
"PE","Taux de change","296","Kiribati","AUD","Australian Dollar","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","1.304758077","X","Ciffre de sources internationales"
"PE","Taux de change","414","Koweït","KWD","Kuwaiti Dinar","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","0.303349758333333","X","Ciffre de sources internationales"
"PE","Taux de change","414","Koweït","KWD","Kuwaiti Dinar","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","0.303349758","X","Ciffre de sources internationales"
"PE","Taux de change","426","Lesotho","LSL","Loti","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","13.3238014244992","X","Ciffre de sources internationales"
"PE","Taux de change","426","Lesotho","LSL","Loti","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","13.33378146","X","Ciffre de sources internationales"
"PE","Taux de change","428","Lettonie","EUR","Euro","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","0.88520550826938","X","Ciffre de sources internationales"
"PE","Taux de change","428","Lettonie","EUR","Euro","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","0.885205508","X","Ciffre de sources internationales"
"PE","Taux de change","422","Liban","LBP","Lebanese Pound","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","1507.5","X","Ciffre de sources internationales"
"PE","Taux de change","422","Liban","LBP","Lebanese Pound","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","1507.5","X","Ciffre de sources internationales"
"PE","Taux de change","430","Libéria","LRD","Liberian dollar","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","112.706666666667","X","Ciffre de sources internationales"
"PE","Taux de change","430","Libéria","LRD","Liberian dollar","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","1","X","Ciffre de sources internationales"
"PE","Taux de change","430","Libéria","USD","US Dollar","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","1","X","Ciffre de sources internationales"
"PE","Taux de change","434","Libye","LYD","Libyan Dinar","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","1.3938200108235","X","Ciffre de sources internationales"
"PE","Taux de change","434","Libye","LYD","Libyan Dinar","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","1.393820011","X","Ciffre de sources internationales"
"PE","Taux de change","438","Liechtenstein","CHF","Swiss Franc","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","0.9846916667","X","Ciffre de sources internationales"
"PE","Taux de change","438","Liechtenstein","CHF","Swiss Franc","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","0.984691667","X","Ciffre de sources internationales"
"PE","Taux de change","440","Lituanie","EUR","Euro","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","0.88520550826938","X","Ciffre de sources internationales"
"PE","Taux de change","440","Lituanie","EUR","Euro","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","0.885205508","X","Ciffre de sources internationales"
"PE","Taux de change","442","Luxembourg","EUR","Euro","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","0.8852055083","X","Ciffre de sources internationales"
"PE","Taux de change","442","Luxembourg","EUR","Euro","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","0.885205508","X","Ciffre de sources internationales"
"PE","Taux de change","807","Macédoine du Nord","MKD","Denar","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","54.6654583333333","X","Ciffre de sources internationales"
"PE","Taux de change","807","Macédoine du Nord","MKD","Denar","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","54.66545833","X","Ciffre de sources internationales"
"PE","Taux de change","450","Madagascar","MGA","Malagasy Ariary","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","3116.11","X","Ciffre de sources internationales"
"PE","Taux de change","450","Madagascar","MGA","Malagasy Ariary","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","3116.11","X","Ciffre de sources internationales"
"PE","Taux de change","458","Malaisie","MYR","Malaysian Ringgit","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","4.30044087761124","X","Ciffre de sources internationales"
"PE","Taux de change","458","Malaisie","MYR","Malaysian Ringgit","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","4.300440878","X","Ciffre de sources internationales"
"PE","Taux de change","454","Malawi","MWK","Malawi Kwacha","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","730.2725","X","Ciffre de sources internationales"
"PE","Taux de change","454","Malawi","MWK","Malawi Kwacha","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","730.2725","X","Ciffre de sources internationales"
"PE","Taux de change","462","Maldives","MVR","Rufiyaa","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","15.3869685099847","X","Ciffre de sources internationales"
"PE","Taux de change","462","Maldives","MVR","Rufiyaa","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","15.38696851","X","Ciffre de sources internationales"
"PE","Taux de change","466","Mali","XOF","CFA Franc BCEAO","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","580.656749587858","X","Ciffre de sources internationales"
"PE","Taux de change","466","Mali","XOF","CFA Franc BCEAO","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","580.6567496","X","Ciffre de sources internationales"
"PE","Taux de change","470","Malte","EUR","Euro","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","0.8852055083","X","Ciffre de sources internationales"
"PE","Taux de change","470","Malte","EUR","Euro","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","0.885205508","X","Ciffre de sources internationales"
"PE","Taux de change","504","Maroc","MAD","Moroccan Dirham","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","9.6919978888289","X","Ciffre de sources internationales"
"PE","Taux de change","504","Maroc","MAD","Moroccan Dirham","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","9.691997889","X","Ciffre de sources internationales"
"PE","Taux de change","474","Martinique","EUR","Euro","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","0.8852055083","X","Ciffre de sources internationales"
"PE","Taux de change","474","Martinique","EUR","Euro","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","0.885205508","X","Ciffre de sources internationales"
"PE","Taux de change","480","Maurice","MUR","Mauritius Rupee","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","34.4814083333333","X","Ciffre de sources internationales"
"PE","Taux de change","480","Maurice","MUR","Mauritius Rupee","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","34.48140833","X","Ciffre de sources internationales"
"PE","Taux de change","478","Mauritanie","MRO","Ouguiya","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","35.7944166666667","X","Ciffre de sources internationales"
"PE","Taux de change","478","Mauritanie","MRU","Ouguiya","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","35.79441667","X","Ciffre de sources internationales"
"PE","Taux de change","175","Mayotte","EUR","Euro","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","0.885205508","X","Ciffre de sources internationales"
"PE","Taux de change","175","Mayotte","EUR","Euro","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","0.885205508","X","Ciffre de sources internationales"
"PE","Taux de change","484","Mexique","MXN","Mexican Peso","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","18.9265166666667","X","Ciffre de sources internationales"
"PE","Taux de change","484","Mexique","MXN","Mexican Peso","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","18.92651667","X","Ciffre de sources internationales"
"PE","Taux de change","583","Micronésie (États fédérés de)","USD","US Dollar","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","1","X","Ciffre de sources internationales"
"PE","Taux de change","583","Micronésie (États fédérés de)","USD","US Dollar","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","1","X","Ciffre de sources internationales"
"PE","Taux de change","492","Monaco","EUR","Euro","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","0.8852055083","X","Ciffre de sources internationales"
"PE","Taux de change","492","Monaco","EUR","Euro","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","0.885205508","X","Ciffre de sources internationales"
"PE","Taux de change","496","Mongolie","MNT","Tugrik","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","2439.77720111244","X","Ciffre de sources internationales"
"PE","Taux de change","496","Mongolie","MNT","Tugrik","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","2439.777237","X","Ciffre de sources internationales"
"PE","Taux de change","499","Monténégro","EUR","Euro","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","0.88520550826938","X","Ciffre de sources internationales"
"PE","Taux de change","499","Monténégro","EUR","Euro","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","0.885205508","X","Ciffre de sources internationales"
"PE","Taux de change","500","Montserrat","XCD","East Caribbean Dollar","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","2.7","X","Ciffre de sources internationales"
"PE","Taux de change","500","Montserrat","XCD","East Caribbean Dollar","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","2.7","X","Ciffre de sources internationales"
"PE","Taux de change","508","Mozambique","MZN","Mozambique Metical","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","63.584322913399","X","Ciffre de sources internationales"
"PE","Taux de change","508","Mozambique","MZN","Mozambique Metical","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","63.58432291","X","Ciffre de sources internationales"
"PE","Taux de change","104","Myanmar","MMK","Kyat","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","1360.35870704085","X","Ciffre de sources internationales"
"PE","Taux de change","104","Myanmar","MMK","Kyat","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","1360.358707","X","Ciffre de sources internationales"
"PE","Taux de change","516","Namibie","NAD","Namibia Dollar","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","13.3129","X","Ciffre de sources internationales"
"PE","Taux de change","516","Namibie","NAD","Namibia Dollar","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","13.3129","X","Ciffre de sources internationales"
"PE","Taux de change","520","Nauru","AUD","Australian Dollar","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","1.30475807671592","X","Ciffre de sources internationales"
"PE","Taux de change","520","Nauru","AUD","Australian Dollar","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","1.304758077","X","Ciffre de sources internationales"
"PE","Taux de change","524","Népal","NPR","Nepalese Rupee","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","104.511885242863","X","Ciffre de sources internationales"
"PE","Taux de change","524","Népal","NPR","Nepalese Rupee","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","104.5118852","X","Ciffre de sources internationales"
"PE","Taux de change","558","Nicaragua","NIO","Cordoba Oro","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","30.0509413442878","X","Ciffre de sources internationales"
"PE","Taux de change","558","Nicaragua","NIO","Cordoba Oro","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","30.05094134","X","Ciffre de sources internationales"
"PE","Taux de change","562","Niger","XOF","CFA Franc BCEAO","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","580.656749587858","X","Ciffre de sources internationales"
"PE","Taux de change","562","Niger","XOF","CFA Franc BCEAO","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","580.6567496","X","Ciffre de sources internationales"
"PE","Taux de change","566","Nigéria","NGN","Naira","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","305.790109160005","X","Ciffre de sources internationales"
"PE","Taux de change","566","Nigéria","NGN","Naira","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","305.7901092","X","Ciffre de sources internationales"
"PE","Taux de change","578","Norvège","NOK","Norwegian Krone","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","8.27166666666667","X","Ciffre de sources internationales"
"PE","Taux de change","578","Norvège","NOK","Norwegian Krone","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","8.271666667","X","Ciffre de sources internationales"
"PE","Taux de change","540","Nouvelle-Calédonie","XPF","CFP Franc","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","105.633078151149","X","Ciffre de sources internationales"
"PE","Taux de change","540","Nouvelle-Calédonie","XPF","CFP Franc","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","105.6330782","X","Ciffre de sources internationales"
"PE","Taux de change","554","Nouvelle-Zélande","NZD","New Zealand Dollar","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","1.40740833333333","X","Ciffre de sources internationales"
"PE","Taux de change","554","Nouvelle-Zélande","NZD","New Zealand Dollar","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","1.407408333","X","Ciffre de sources internationales"
"PE","Taux de change","512","Oman","OMR","Rial Omani","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","0.3845","X","Ciffre de sources internationales"
"PE","Taux de change","512","Oman","OMR","Rial Omani","SLC","Unités de monnaie locale standardisée par USD","2017","2017","7021","Valeur annuel","","0.3845","X","Ciffre de sources internationales"
"PE","Taux de change","800","Ouganda","UGX","Uganda Shilling","LCU","Unités de monnaie locale par USD","2017","2017","7021","Valeur annuel","","3611.22445804461","X","Ciffre de sources internationales"
